age,workclass,education,occupation,capital.gain,capital.loss,native.country,salaries,jobsatisfaction,male,female
32,Private, Some-college, Craft-repair,0,0,United-States,23994,7,1,NA
45,Self-emp-not-inc, Some-college, Sales,0,0,United-States,33113,15,1,NA
18,NA, 11th,NA,0,0,United-States,32324,0,1,NA
27,Private, Bachelors, Exec-managerial,0,0,United-States,31526,4,1,NA
57,Self-emp-not-inc, Some-college, Exec-managerial,0,0,United-States,16607,4,NA,1
44,Private, Some-college, Sales,0,0,United-States,68434,13,1,NA
30,Private, Masters, Prof-specialty,0,0,United-States,72359,10,1,NA
26,Private, Some-college, Adm-clerical,0,0,United-States,24331,2,NA,1
28,Federal-gov, Some-college, Adm-clerical,0,0,United-States,62795,4,1,NA
61,Private, HS-grad, Transport-moving,0,0,United-States,64823,15,1,NA
49,Self-emp-not-inc, HS-grad, Craft-repair,0,0,Mexico,9952,4,1,NA
33,Private, Masters, Prof-specialty,15024,0,United-States,59155,9,1,NA
50,Private, Assoc-acdm, Machine-op-inspct,0,0,United-States,63644,11,1,NA
53,Self-emp-not-inc, 7th-8th, Tech-support,0,0,United-States,42024,11,1,NA
33,Private, HS-grad, Craft-repair,0,0,United-States,69773,2,1,NA
22,Private, Some-college, Adm-clerical,0,0,United-States,26486,1,1,NA
45,Local-gov, Bachelors, Protective-serv,0,0,United-States,76661,12,1,NA
26,NA, Some-college,NA,0,0,United-States,27228,1,1,NA
50,NA, 7th-8th,NA,0,0,United-States,45127,0,NA,1
47,Self-emp-not-inc, HS-grad, Craft-repair,0,0,United-States,63238,6,1,NA
52,Federal-gov, Bachelors, Prof-specialty,0,0,United-States,67381,11,1,NA
57,Private, HS-grad, Adm-clerical,0,0,United-States,27849,3,NA,1
21,NA, Some-college,NA,0,0,United-States,25893,2,NA,1
58,Private, HS-grad, Adm-clerical,2174,0,United-States,27460,0,NA,1
50,Local-gov, Masters, Prof-specialty,0,0,United-States,80733,13,NA,1
33,Federal-gov, Some-college, Adm-clerical,0,0,United-States,27514,0,NA,1
34,Self-emp-not-inc, 11th, Craft-repair,0,0,United-States,26030,2,1,NA
20,Private, Some-college, Other-service,0,0,United-States,20766,10,NA,1
37,Local-gov, Masters, Protective-serv,7688,0,United-States,75283,10,1,NA
57,Private, Assoc-acdm, Adm-clerical,0,0,United-States,35590,0,NA,1
57,Self-emp-not-inc, HS-grad, Sales,0,0,United-States,15690,13,1,NA
21,Private, Assoc-acdm, Adm-clerical,0,0,United-States,33242,2,NA,1
40,Private, Some-college, Sales,0,0,United-States,37314,12,1,NA
23,Private, Some-college, Craft-repair,0,0,United-States,37687,3,1,NA
54,Private, HS-grad, Adm-clerical,0,0,United-States,43760,4,1,NA
38,Private, Some-college, Exec-managerial,0,0,United-States,69870,8,1,NA
32,Private, Some-college, Exec-managerial,15024,0,United-States,61840,2,1,NA
22,State-gov, Some-college, Adm-clerical,0,0,United-States,33159,3,NA,1
27,Private, HS-grad, Adm-clerical,0,0,United-States,37442,4,NA,1
42,Private, 5th-6th, Other-service,0,0,El-Salvador,28293,5,1,NA
36,Private, HS-grad, Adm-clerical,0,0,United-States,35774,1,NA,1
22,Private, HS-grad, Sales,0,0,United-States,24952,15,1,NA
40,State-gov, 9th, Machine-op-inspct,0,0,United-States,32413,12,1,NA
26,Private, HS-grad, Machine-op-inspct,0,0,United-States,34283,11,1,NA
46,State-gov, HS-grad, Transport-moving,0,0,United-States,40619,14,1,NA
28,Private, 11th, Craft-repair,0,0,United-States,65669,2,1,NA
46,State-gov, Bachelors, Exec-managerial,0,0,United-States,43580,4,1,NA
55,Private, HS-grad, Handlers-cleaners,0,0,United-States,33059,7,NA,1
76,Private, Some-college, Adm-clerical,0,0,United-States,39986,0,NA,1
27,Private, Bachelors, Prof-specialty,0,0,United-States,28107,11,1,NA
50,Private, HS-grad, Transport-moving,0,0,United-States,90737,15,1,NA
75,Private, HS-grad, Craft-repair,0,0,United-States,41943,5,1,NA
42,Federal-gov, Masters, Exec-managerial,0,0,United-States,70721,4,1,NA
36,Local-gov, Masters, Prof-specialty,0,0,United-States,13432,8,NA,1
51,Private, HS-grad, Protective-serv,0,0,United-States,19931,10,1,NA
43,Private, Prof-school, Prof-specialty,15024,0,United-States,67915,7,1,NA
44,Private, Bachelors, Transport-moving,0,0,United-States,23484,15,1,NA
20,NA, Some-college,NA,0,0,United-States,26810,2,NA,1
60,Private, 5th-6th, Craft-repair,0,0,Italy,33048,6,1,NA
47,State-gov, Bachelors, Prof-specialty,0,0,United-States,74753,13,1,NA
73,Private, 11th, Machine-op-inspct,0,0,United-States,41617,8,1,NA
27,Private, HS-grad, Handlers-cleaners,0,0,United-States,24814,8,1,NA
50,Private, HS-grad, Craft-repair,15024,0,United-States,73976,0,1,NA
35,Private, 7th-8th, Craft-repair,0,0,Puerto-Rico,26470,7,1,NA
31,Private, HS-grad, Machine-op-inspct,0,0,NA,38302,7,1,NA
45,Private, Bachelors, Craft-repair,0,0,Germany,67435,6,1,NA
57,Private, HS-grad, Craft-repair,0,0,South-Korea,54787,4,1,NA
34,Private, HS-grad, Craft-repair,0,0,Nicaragua,33193,4,1,NA
19,Private, Some-college, Other-service,0,0,United-States,38186,7,NA,1
25,Private, HS-grad, Handlers-cleaners,0,0,United-States,22942,8,1,NA
39,Private, Bachelors, Prof-specialty,0,0,Germany,65657,11,NA,1
28,Private, HS-grad, Craft-repair,0,0,Poland,69711,3,1,NA
48,State-gov, Masters, Prof-specialty,0,0,United-States,36517,11,NA,1
38,Private, HS-grad, Craft-repair,0,0,United-States,20851,5,1,NA
53,Private, 5th-6th, Priv-house-serv,0,0,Haiti,34702,14,NA,1
19,Private, HS-grad, Handlers-cleaners,0,0,United-States,31002,6,1,NA
41,Private, HS-grad, Adm-clerical,0,0,United-States,18176,1,NA,1
23,Private, Assoc-acdm, Sales,0,0,United-States,36018,13,NA,1
32,Private, HS-grad, Craft-repair,0,0,United-States,38763,3,1,NA
35,Private, Some-college, Machine-op-inspct,0,0,United-States,34632,6,1,NA
21,Private, Assoc-voc, Farming-fishing,0,1602,United-States,15787,6,NA,1
24,Private, Bachelors, Tech-support,0,0,United-States,25796,14,1,NA
34,Private, HS-grad, Craft-repair,0,0,United-States,30852,2,1,NA
29,Local-gov, Bachelors, Prof-specialty,0,0,United-States,69217,12,NA,1
24,Private, Some-college, Adm-clerical,0,0,NA,25096,2,NA,1
55,Private, HS-grad, Adm-clerical,0,0,United-States,46332,1,NA,1
28,Private, HS-grad, Machine-op-inspct,0,0,Philippines,15054,8,1,NA
46,Local-gov, HS-grad, Craft-repair,0,0,United-States,40897,5,1,NA
38,Private, HS-grad, Machine-op-inspct,0,0,United-States,21712,7,1,NA
29,Private, Some-college, Adm-clerical,0,0,United-States,9869,2,NA,1
35,Private, Bachelors, Craft-repair,0,0,United-States,74329,3,1,NA
29,Private, HS-grad, Handlers-cleaners,0,0,United-States,25138,5,1,NA
NA,State-gov, Doctorate, Prof-specialty,0,0,United-States,74236,12,1,NA
40,Self-emp-not-inc, HS-grad, Craft-repair,0,0,United-States,20748,0,1,NA
30,Private, HS-grad, Adm-clerical,0,0,United-States,41523,3,NA,1
72,Private, 11th, Other-service,0,0,United-States,34498,7,NA,1
17,Private, 11th, Handlers-cleaners,0,0,United-States,28022,5,1,NA
46,Self-emp-inc, HS-grad, Protective-serv,0,0,United-States,14608,11,1,NA
38,Private, Bachelors, Other-service,0,0,United-States,33193,7,1,NA
36,Private, Bachelors, Prof-specialty,0,0,United-States,32944,11,NA,1
24,Self-emp-not-inc, Assoc-acdm, Craft-repair,0,0,United-States,22461,4,1,NA
28,Private, HS-grad, Other-service,0,0,United-States,21395,7,NA,1
28,Private, HS-grad, Machine-op-inspct,0,0,United-States,27387,5,1,NA
60,NA, HS-grad,NA,0,1485,United-States,70287,1,1,NA
42,Local-gov, Some-college, Protective-serv,0,0,United-States,75531,10,1,NA
48,Private, Bachelors, Exec-managerial,0,0,United-States,77725,4,1,NA
37,Self-emp-not-inc, HS-grad, Craft-repair,0,0,United-States,22728,4,1,NA
NA,Private, Doctorate, Prof-specialty,0,0,United-States,67379,9,1,NA
55,Private, Some-college, Craft-repair,7688,0,Puerto-Rico,56535,4,1,NA
30,Private, Some-college, Handlers-cleaners,0,0,United-States,28835,6,1,NA
68,Private, 7th-8th, Machine-op-inspct,0,0,United-States,33347,10,NA,1
45,Private, HS-grad, Other-service,0,0,United-States,30290,10,NA,1
26,Private, HS-grad, Handlers-cleaners,0,0,United-States,12163,9,NA,1
22,Private, Some-college, Exec-managerial,0,0,United-States,42892,3,NA,1
22,Private, Some-college, Craft-repair,0,0,United-States,32159,4,1,NA
36,Private, Some-college, Exec-managerial,7298,0,United-States,63713,5,1,NA
52,Private, 7th-8th, Machine-op-inspct,0,0,United-States,27845,11,NA,1
68,Private, Prof-school, Prof-specialty,0,0,United-States,35100,9,NA,1
26,Local-gov, Bachelors, Prof-specialty,0,0,United-States,67531,13,NA,1
52,Private, Bachelors, Exec-managerial,0,0,NA,26537,3,1,NA
46,Self-emp-not-inc, HS-grad, Farming-fishing,0,1672,United-States,37091,6,1,NA
53,Private, Masters, Prof-specialty,7298,0,United-States,59382,7,1,NA
17,Private, 11th, Sales,0,0,United-States,26618,12,NA,1
29,Private, Bachelors, Prof-specialty,0,0,United-States,26083,10,1,NA
41,Private, Some-college, Sales,0,0,United-States,68674,15,1,NA
45,Private, Some-college, Tech-support,0,0,Trinadad&Tobago,15401,14,NA,1
57,Private, Some-college, Exec-managerial,0,0,United-States,68289,7,NA,1
30,Federal-gov, Bachelors, Adm-clerical,0,0,Japan,25334,0,1,NA
46,Private, HS-grad, Sales,0,0,United-States,69899,14,1,NA
45,Private, Assoc-acdm, Handlers-cleaners,0,0,United-States,40943,3,1,NA
59,NA, Some-college,NA,0,0,United-States,68397,0,1,NA
40,Private, Assoc-acdm, Sales,0,0,United-States,29369,13,1,NA
38,State-gov, HS-grad, Other-service,2036,0,United-States,24574,12,NA,1
22,Private, Some-college, Exec-managerial,0,0,NA,37011,4,NA,1
59,Self-emp-not-inc, 7th-8th, Sales,0,0,United-States,32641,8,1,NA
36,Private, Some-college, Craft-repair,0,0,United-States,37193,1,1,NA
40,Private, 7th-8th, Farming-fishing,0,0,United-States,32697,6,1,NA
18,Private, 10th, Sales,0,0,United-States,44078,13,NA,1
62,NA, HS-grad,NA,0,0,United-States,39237,0,1,NA
63,Private, HS-grad, Sales,0,0,United-States,18795,15,NA,1
29,Private, Masters, Prof-specialty,0,0,United-States,30269,9,NA,1
27,Private, Bachelors, Exec-managerial,0,0,United-States,65949,3,NA,1
47,State-gov, Doctorate, Prof-specialty,0,0,France,66471,9,1,NA
20,Local-gov, HS-grad, Adm-clerical,0,0,United-States,34781,6,1,NA
48,Private, Assoc-acdm, Craft-repair,0,0,United-States,27867,5,1,NA
29,Private, HS-grad, Adm-clerical,0,0,Mexico,33215,3,1,NA
22,Private, HS-grad, Tech-support,0,0,United-States,33774,12,NA,1
42,Private, Assoc-acdm, Tech-support,0,0,United-States,35319,12,NA,1
36,Private, Assoc-voc, Craft-repair,0,0,United-States,30427,2,1,NA
60,Private, 10th, Other-service,0,0,United-States,22310,8,NA,1
41,Federal-gov, HS-grad, Exec-managerial,0,0,United-States,33401,4,NA,1
43,Private, HS-grad, Sales,0,0,United-States,79474,15,1,NA
33,Private, Bachelors, Prof-specialty,0,0,United-States,70093,10,1,NA
34,Private, 7th-8th, Other-service,0,0,United-States,37646,8,NA,1
32,Private, HS-grad, Transport-moving,0,0,United-States,31388,12,NA,1
22,NA, Some-college,NA,0,0,United-States,32322,4,NA,1
52,Private, 9th, Other-service,0,0,Puerto-Rico,35151,7,NA,1
27,Private, Assoc-acdm, Sales,0,0,United-States,40369,15,1,NA
60,Local-gov, Masters, Prof-specialty,0,0,United-States,67087,10,1,NA
41,Self-emp-not-inc, Bachelors, Adm-clerical,7688,0,United-States,63909,0,NA,1
34,Self-emp-not-inc, Bachelors, Sales,0,0,United-States,34129,14,1,NA
30,Private, HS-grad, Exec-managerial,0,0,United-States,60576,5,1,NA
35,Private, Some-college, Other-service,0,0,United-States,20519,6,NA,1
39,Federal-gov, Bachelors, Exec-managerial,0,0,United-States,28558,4,NA,1
64,Private, Some-college, Adm-clerical,0,0,United-States,25599,2,NA,1
17,Self-emp-not-inc, 11th, Farming-fishing,0,0,United-States,30385,5,1,NA
29,State-gov, Masters, Exec-managerial,0,0,NA,22226,4,1,NA
37,Local-gov, Assoc-voc, Protective-serv,0,0,United-States,67665,10,1,NA
43,Self-emp-not-inc, HS-grad, Transport-moving,0,0,United-States,30994,15,1,NA
30,Self-emp-not-inc, HS-grad, Prof-specialty,0,0,United-States,33824,11,1,NA
17,Private, 10th, Sales,0,0,United-States,26920,14,NA,1
29,Private, HS-grad, Craft-repair,0,0,Guatemala,26677,2,1,NA
24,Private, Some-college, Adm-clerical,0,0,India,39916,1,1,NA
27,Self-emp-not-inc, Bachelors, Sales,0,0,United-States,24192,15,1,NA
69,Self-emp-inc, Bachelors, Exec-managerial,0,0,United-States,15100,2,1,NA
30,Private, HS-grad, Adm-clerical,0,0,United-States,44697,0,1,NA
29,Private, HS-grad, Machine-op-inspct,0,0,Puerto-Rico,19183,8,1,NA
17,NA, 10th,NA,0,0,United-States,26206,1,1,NA
61,Private, 7th-8th, Transport-moving,0,1651,United-States,28073,13,1,NA
70,Private, 7th-8th, Other-service,0,0,United-States,24867,10,NA,1
32,Private, Bachelors, Tech-support,0,1902,United-States,70386,15,1,NA
21,NA, HS-grad,NA,0,0,United-States,7763,0,1,NA
27,Self-emp-not-inc, HS-grad, Craft-repair,9562,0,United-States,74794,7,1,NA
27,Private, Bachelors, Other-service,0,0,United-States,47479,6,NA,1
19,Private, Some-college, Sales,0,0,United-States,33570,11,NA,1
44,State-gov, Masters, Prof-specialty,0,0,United-States,72425,11,1,NA
36,Private, Some-college, Adm-clerical,0,0,United-States,36697,3,NA,1
45,Private, Masters, Exec-managerial,7298,0,United-States,70590,5,1,NA
29,Private, Bachelors, Prof-specialty,0,0,Poland,39264,11,NA,1
34,Federal-gov, Bachelors, Protective-serv,7298,0,United-States,68504,11,1,NA
28,Local-gov, Bachelors, Prof-specialty,0,0,United-States,40343,7,1,NA
34,Private, 5th-6th, Handlers-cleaners,0,0,El-Salvador,22679,8,1,NA
18,Private, HS-grad, Adm-clerical,0,0,United-States,41241,5,NA,1
39,Private, Some-college, Farming-fishing,0,0,United-States,21563,11,NA,1
34,Private, Some-college, Handlers-cleaners,0,0,United-States,32431,8,1,NA
35,Local-gov, Masters, Adm-clerical,0,0,United-States,23385,4,NA,1
24,Private, HS-grad, Handlers-cleaners,0,0,United-States,39724,10,1,NA
41,Private, Bachelors, Sales,0,0,United-States,35113,15,1,NA
NA,State-gov, Doctorate, Prof-specialty,0,1902,United-States,81077,9,1,NA
68,Private, Some-college, Exec-managerial,0,0,United-States,30534,4,1,NA
35,Private, 11th, Machine-op-inspct,0,0,United-States,23479,9,1,NA
47,Private, Assoc-voc, Handlers-cleaners,0,0,United-States,37723,6,1,NA
43,Local-gov, Masters, Prof-specialty,0,0,United-States,35916,12,NA,1
35,Private, HS-grad, Farming-fishing,0,0,United-States,30097,5,1,NA
34,Private, Some-college, Exec-managerial,0,0,United-States,39312,5,NA,1
26,Private, HS-grad, Craft-repair,0,0,United-States,35192,5,1,NA
50,Private, Some-college, Sales,0,0,United-States,26098,13,NA,1
22,Private, HS-grad, Craft-repair,0,0,United-States,37485,4,NA,1
20,Private, HS-grad, Farming-fishing,0,0,United-States,35982,8,1,NA
18,NA, HS-grad,NA,0,0,United-States,25295,1,NA,1
52,Self-emp-not-inc, HS-grad, Craft-repair,0,0,United-States,37939,7,1,NA
71,State-gov, HS-grad, Protective-serv,0,0,United-States,45315,11,1,NA
55,Private, HS-grad, Adm-clerical,0,0,United-States,19952,0,NA,1
17,Private, 11th, Sales,0,0,United-States,34099,14,NA,1
36,Private, Some-college, Prof-specialty,0,0,United-States,28920,12,NA,1
25,NA, Bachelors,NA,0,0,United-States,41551,3,1,NA
39,Local-gov, 12th, Transport-moving,0,1848,Nicaragua,80630,11,1,NA
27,Private, Bachelors, Other-service,0,0,Philippines,28566,11,1,NA
42,Private, HS-grad, Adm-clerical,0,0,United-States,27646,6,NA,1
22,Private, HS-grad, Sales,0,1719,United-States,21026,15,1,NA
57,Private, Assoc-voc, Craft-repair,0,0,United-States,57863,4,1,NA
34,Private, Some-college, Craft-repair,0,0,United-States,24575,3,1,NA
31,Private, Masters, Prof-specialty,0,0,United-States,39911,13,NA,1
24,Private, Bachelors, Sales,0,0,United-States,36903,15,1,NA
41,Self-emp-not-inc, HS-grad, Other-service,0,0,Jamaica,36977,8,1,NA
30,Private, Some-college, Prof-specialty,6849,0,England,30177,10,NA,1
17,Private, 11th, Adm-clerical,0,0,United-States,18652,3,NA,1
26,Self-emp-inc, HS-grad, Sales,0,0,Honduras,27616,15,NA,1
32,Private, 1st-4th, Farming-fishing,0,0,Mexico,23093,7,1,NA
55,Private, 10th, Exec-managerial,0,0,United-States,24647,3,1,NA
19,Private, 12th, Other-service,0,0,United-States,44424,10,NA,1
28,Private, Masters, Prof-specialty,0,0,United-States,28447,13,NA,1
55,NA, HS-grad,NA,2885,0,United-States,19764,5,NA,1
49,Private, Prof-school, Prof-specialty,0,0,United-States,65453,11,1,NA
23,Private, Bachelors, Exec-managerial,0,0,United-States,24416,4,1,NA
43,Private, HS-grad, Craft-repair,0,0,United-States,20473,2,1,NA
40,Private, Some-college, Craft-repair,0,0,United-States,16488,4,1,NA
41,Private, Bachelors, Prof-specialty,0,0,United-States,65389,13,1,NA
23,Private, Some-college, Craft-repair,0,0,United-States,39652,4,1,NA
59,Federal-gov, HS-grad, Craft-repair,0,1887,United-States,70778,5,1,NA
20,Private, HS-grad, Handlers-cleaners,0,0,United-States,18987,4,1,NA
21,Private, HS-grad, Craft-repair,0,0,United-States,25763,4,1,NA
28,NA, Bachelors,NA,0,0,Taiwan,33945,2,NA,1
44,Self-emp-inc, Some-college, Exec-managerial,0,0,United-States,25612,7,1,NA
31,Self-emp-not-inc, Bachelors, Sales,0,0,United-States,26157,14,1,NA
50,Self-emp-not-inc, Bachelors, Craft-repair,4416,0,United-States,30129,7,1,NA
54,Private, HS-grad, Machine-op-inspct,0,0,United-States,75686,10,1,NA
28,Private, HS-grad, Transport-moving,0,0,United-States,37735,13,1,NA
34,Private, HS-grad, Transport-moving,0,0,United-States,20232,13,1,NA
46,Private, Masters, Exec-managerial,0,0,United-States,63081,6,1,NA
28,Self-emp-inc, Bachelors, Exec-managerial,0,0,United-States,72450,4,1,NA
23,Private, HS-grad, Adm-clerical,0,2001,United-States,35095,1,1,NA
29,Private, Bachelors, Tech-support,0,0,United-States,62398,14,1,NA
35,Private, HS-grad, Craft-repair,0,0,United-States,22217,1,1,NA
41,Self-emp-not-inc, Some-college, Farming-fishing,7688,0,United-States,63414,5,1,NA
90,NA, Some-college,NA,0,0,South-Korea,28106,5,1,NA
35,Self-emp-not-inc, Masters, Exec-managerial,7688,0,United-States,71163,7,1,NA
20,Private, HS-grad, Handlers-cleaners,0,0,United-States,33454,7,1,NA
42,Private, Masters, Prof-specialty,2354,0,United-States,41810,10,NA,1
56,Private, 7th-8th, Machine-op-inspct,5013,0,United-States,31482,9,NA,1
31,Private, Bachelors, Sales,0,0,United-States,36022,10,1,NA
23,Private, HS-grad, Tech-support,0,0,United-States,31220,13,1,NA
60,Private, HS-grad, Handlers-cleaners,0,0,United-States,41589,5,1,NA
28,Private, Some-college, Craft-repair,0,0,United-States,35251,4,1,NA
32,Private, Some-college, Transport-moving,0,0,United-States,63087,15,1,NA
36,Private, Masters, Exec-managerial,14084,0,United-States,54714,6,NA,1
44,Self-emp-not-inc, Bachelors, Exec-managerial,0,0,United-States,33150,2,1,NA
34,Private, Some-college, Craft-repair,0,0,United-States,75904,8,1,NA
27,Private, HS-grad, Sales,0,0,United-States,23146,13,1,NA
49,Private, HS-grad, Exec-managerial,0,0,United-States,32166,4,1,NA
48,Private, HS-grad, Other-service,0,0,United-States,28687,10,NA,1
47,Private, HS-grad, Craft-repair,0,0,United-States,65104,3,1,NA
34,Private, Bachelors, Exec-managerial,0,0,United-States,54351,5,1,NA
27,Private, Assoc-acdm, Sales,0,0,United-States,17412,12,1,NA
31,Local-gov, Bachelors, Machine-op-inspct,4064,0,NA,19016,7,1,NA
24,Private, Some-college, Craft-repair,0,0,United-States,35056,3,1,NA
24,Private, HS-grad, Handlers-cleaners,0,0,United-States,14733,7,1,NA
25,Private, Some-college, Machine-op-inspct,0,0,United-States,22973,5,1,NA
36,Private, Assoc-voc, Sales,0,0,United-States,38871,14,NA,1
38,Federal-gov, HS-grad, Adm-clerical,0,0,United-States,30682,1,1,NA
57,Private, 5th-6th, Transport-moving,0,0,United-States,27167,14,1,NA
24,Private, Some-college, Farming-fishing,0,0,United-States,71278,7,1,NA
41,State-gov, HS-grad, Tech-support,0,0,United-States,26519,15,1,NA
56,State-gov, Assoc-voc, Craft-repair,0,0,United-States,73054,4,1,NA
19,Private, HS-grad, Adm-clerical,0,0,United-States,47326,3,NA,1
44,Private, HS-grad, Other-service,0,0,United-States,22449,8,1,NA
34,Private, Assoc-voc, Craft-repair,0,0,United-States,35400,5,NA,1
25,Private, Bachelors, Exec-managerial,0,0,United-States,17638,4,1,NA
